name,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,TU7,TU8,TU9,TU10,TU11,TU12,TU13,TU14,TU15,TU16,TU17,TU18,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,TH7,TH8,TH9,TH10,TH11,TH12,TH13,TH14,TH15,TH16,TH17,TH18,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,SA7,SA8,SA9,SA10,SA11,SA12,SA13,SA14,SA15,SA16,SA17,SA18,wait_std,wait_25,wait_50,wait_75,wkday_wait_std,wkday_wait_25,wkday_wait_50,wkday_wait_75,mon_median,tue_median,wed_median,thu_median,fri_median,sat_median,7_wkday_hour_median_wait,8_wkday_hour_median_wait,9_wkday_hour_median_wait,10_wkday_hour_median_wait,11_wkday_hour_median_wait,12_wkday_hour_median_wait,13_wkday_hour_median_wait,14_wkday_hour_median_wait,15_wkday_hour_median_wait,16_wkday_hour_median_wait,17_wkday_hour_median_wait,18_wkday_hour_median_wait
Petaluma,0.0,3.0,18.0,22.0,16.0,23.0,28.0,18.0,16.0,5.0,0.0,0.0,0.0,6.0,16.0,13.0,21.0,21.0,18.0,20.0,24.0,7.0,0.0,0.0,0.0,1.0,8.0,19.0,19.0,14.0,14.0,16.0,15.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,8.0,6.0,9.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06366490535106,0.0,3.0,14.0,8.215253829324203,0.75,5.0,16.0,16.0,14.5,11.0,1.0,4.0,0.0,0.0,3.0,8.0,13.0,16.0,14.0,14.0,16.0,15.0,3.0,0.0,0.0
Pittsburg,1.0,16.0,43.0,63.0,65.0,64.0,69.0,68.0,65.0,8.0,0.0,0.0,0.0,18.0,41.0,51.0,52.0,58.0,57.0,63.0,52.0,23.0,0.0,0.0,1.0,5.0,18.0,35.0,40.0,39.0,33.0,33.0,43.0,32.0,0.0,0.0,1.0,11.0,13.0,7.0,9.0,7.0,11.0,17.0,17.0,6.0,0.0,0.0,1.0,13.0,26.0,25.0,24.0,18.0,20.0,28.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.33136684636471,0.0,13.0,33.5,22.36453887005177,4.0,18.0,40.25,53.0,46.0,32.5,8.0,19.0,0.0,1.0,13.0,26.0,35.0,40.0,39.0,33.0,33.0,43.0,17.0,0.0,0.0
Placerville,0.0,18.0,59.0,87.0,98.0,97.0,102.0,90.0,84.0,36.0,0.0,0.0,1.0,19.0,35.0,50.0,38.0,33.0,24.0,32.0,42.0,11.0,0.0,0.0,0.0,9.0,32.0,75.0,95.0,103.0,85.0,66.0,57.0,16.0,0.0,0.0,0.0,14.0,36.0,39.0,39.0,36.0,38.0,37.0,38.0,21.0,0.0,0.0,0.0,12.0,22.0,29.0,20.0,25.0,33.0,25.0,28.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.126800970452255,0.0,21.5,38.0,31.239637830029533,7.0,28.5,39.75,71.5,28.0,44.5,36.0,22.5,0.0,0.0,14.0,35.0,50.0,39.0,36.0,38.0,37.0,42.0,21.0,0.0,0.0
Pleasanton Stoneridge,0.0,0.0,0.0,1.0,5.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,6.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,3.0,4.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.719298088026901,0.0,0.0,1.0,1.8023054915151766,0.0,1.0,2.0,0.5,2.0,0.0,0.5,1.5,0.0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0
Pleasanton,0.0,8.0,20.0,11.0,13.0,19.0,13.0,8.0,11.0,9.0,0.0,0.0,0.0,7.0,14.0,20.0,21.0,14.0,13.0,16.0,17.0,9.0,1.0,0.0,0.0,1.0,8.0,17.0,17.0,8.0,8.0,13.0,12.0,9.0,0.0,0.0,0.0,7.0,15.0,14.0,4.0,4.0,6.0,3.0,11.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.507474335118212,0.0,3.0,11.0,6.5096842243356905,1.0,6.5,13.0,10.0,13.5,8.0,4.5,2.0,0.0,0.0,7.0,14.0,14.0,13.0,8.0,8.0,8.0,11.0,9.0,0.0,0.0
Pomona,1.0,23.0,40.0,51.0,56.0,63.0,58.0,62.0,62.0,28.0,1.0,0.0,1.0,22.0,37.0,46.0,41.0,35.0,31.0,18.0,18.0,17.0,3.0,0.0,1.0,8.0,20.0,32.0,35.0,35.0,35.0,27.0,21.0,14.0,4.0,0.0,1.0,16.0,24.0,21.0,19.0,10.0,6.0,8.0,12.0,10.0,1.0,0.0,1.0,17.0,27.0,27.0,23.0,20.0,25.0,24.0,28.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.056835153886958,1.0,16.5,27.25,17.761413136633287,5.5,20.0,31.25,45.5,20.0,20.5,10.0,21.5,0.0,1.0,17.0,27.0,32.0,35.0,35.0,31.0,24.0,21.0,14.0,3.0,0.0
Porterville,0.0,21.0,65.0,98.0,121.0,88.0,38.0,49.0,62.0,44.0,0.0,0.0,0.0,18.0,55.0,89.0,87.0,63.0,51.0,58.0,55.0,21.0,0.0,0.0,0.0,8.0,29.0,55.0,65.0,62.0,59.0,59.0,40.0,9.0,1.0,0.0,0.0,10.0,24.0,28.0,15.0,12.0,14.0,7.0,11.0,7.0,0.0,0.0,0.0,13.0,41.0,50.0,34.0,24.0,19.0,16.0,31.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.590515229534205,0.0,14.5,49.25,29.898869090341123,5.5,21.0,55.0,46.5,53.0,34.5,10.5,17.5,0.0,0.0,13.0,41.0,55.0,65.0,62.0,38.0,49.0,40.0,15.0,0.0,0.0
Poway,0.0,15.0,28.0,35.0,49.0,58.0,64.0,56.0,45.0,26.0,5.0,0.0,0.0,15.0,29.0,45.0,56.0,58.0,55.0,39.0,38.0,31.0,16.0,0.0,0.0,8.0,19.0,36.0,37.0,42.0,41.0,26.0,29.0,12.0,2.0,0.0,0.0,10.0,7.0,5.0,15.0,19.0,13.0,18.0,27.0,18.0,2.0,0.0,0.0,11.0,27.0,37.0,41.0,50.0,59.0,48.0,43.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.190403327855318,0.0,15.5,37.25,19.60844825420546,6.75,26.0,41.0,31.5,34.5,22.5,11.5,33.5,0.0,0.0,11.0,27.0,36.0,41.0,50.0,55.0,39.0,38.0,26.0,5.0,0.0
Quincy,0.0,8.0,8.0,6.0,10.0,0.0,8.0,20.0,11.0,3.0,0.0,0.0,0.0,3.0,3.0,8.0,4.0,1.0,5.0,10.0,3.0,2.0,0.0,0.0,0.0,1.0,8.0,5.0,12.0,0.0,6.0,9.0,5.0,4.0,0.0,0.0,0.0,4.0,8.0,4.0,3.0,0.0,7.0,14.0,14.0,3.0,0.0,0.0,0.0,1.0,2.0,9.0,6.0,0.0,8.0,20.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8694216910875365,0.0,2.5,7.25,4.978938692982127,0.0,3.5,8.0,7.0,3.0,4.5,3.5,3.0,0.0,0.0,3.0,8.0,6.0,6.0,0.0,7.0,14.0,11.0,3.0,0.0,0.0
Rancho Cucamonga,0.0,19.0,42.0,61.0,53.0,60.0,75.0,61.0,44.0,13.0,4.0,0.0,0.0,16.0,46.0,70.0,55.0,52.0,54.0,47.0,49.0,26.0,2.0,0.0,0.0,8.0,22.0,48.0,57.0,70.0,57.0,36.0,45.0,23.0,2.0,0.0,0.0,10.0,19.0,21.0,19.0,32.0,30.0,29.0,29.0,16.0,1.0,0.0,0.0,16.0,34.0,39.0,46.0,53.0,44.0,30.0,27.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.19233050068941,0.0,19.0,45.25,22.49554883780621,7.0,28.0,47.25,43.0,46.5,29.5,19.0,28.5,0.0,0.0,16.0,34.0,48.0,53.0,53.0,54.0,36.0,44.0,16.0,2.0,0.0
Rancho San Diego Industry Business Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Bluff,0.0,11.0,20.0,26.0,29.0,28.0,26.0,17.0,20.0,13.0,0.0,0.0,0.0,7.0,22.0,20.0,21.0,13.0,8.0,11.0,8.0,3.0,0.0,0.0,0.0,1.0,13.0,25.0,21.0,23.0,12.0,7.0,7.0,3.0,0.0,0.0,0.0,5.0,8.0,10.0,6.0,3.0,2.0,6.0,10.0,7.0,0.0,0.0,0.0,5.0,6.0,4.0,5.0,11.0,10.0,17.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.554529133803651,0.0,5.0,11.25,8.609940385759224,1.0,7.0,13.0,18.5,8.0,7.0,5.5,5.0,0.0,0.0,5.0,13.0,20.0,21.0,13.0,10.0,11.0,9.0,4.0,0.0,0.0
Redding,0.0,8.0,28.0,44.0,14.0,20.0,22.0,19.0,22.0,9.0,0.0,0.0,0.0,9.0,22.0,26.0,26.0,22.0,18.0,17.0,21.0,17.0,0.0,0.0,0.0,1.0,9.0,28.0,24.0,24.0,21.0,32.0,22.0,6.0,0.0,0.0,0.0,8.0,13.0,20.0,18.0,21.0,17.0,13.0,13.0,6.0,0.0,0.0,0.0,6.0,19.0,26.0,11.0,14.0,13.0,18.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.669123836701846,0.0,9.5,20.0,10.372987518381441,0.75,13.0,21.0,16.5,17.5,15.0,13.0,12.0,0.0,0.0,8.0,19.0,26.0,18.0,21.0,18.0,18.0,21.0,9.0,0.0,0.0
Redlands,0.0,2.0,1.0,3.0,1.0,2.0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,7.0,7.0,6.0,5.0,7.0,1.0,0.0,0.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,6.0,2.0,1.0,0.0,0.0,3.0,7.0,3.0,1.0,4.0,10.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.569076973257651,0.0,2.0,4.0,2.565525463517133,1.0,2.0,4.0,1.5,2.5,4.5,2.0,3.0,0.0,0.0,2.0,3.0,3.0,4.0,2.0,7.0,4.0,5.0,2.0,1.0,0.0
Redwood City,0.0,9.0,22.0,19.0,13.0,15.0,14.0,14.0,24.0,11.0,0.0,0.0,0.0,6.0,14.0,11.0,15.0,17.0,13.0,9.0,13.0,4.0,0.0,0.0,0.0,1.0,6.0,12.0,8.0,16.0,13.0,5.0,10.0,5.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,6.0,2.0,0.0,0.0,0.0,6.0,9.0,12.0,9.0,4.0,6.0,7.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.305582269872333,0.0,4.0,10.25,6.303863939281347,0.75,6.0,12.0,13.5,10.0,5.5,2.0,6.5,0.0,0.0,6.0,9.0,12.0,9.0,15.0,13.0,7.0,10.0,5.0,0.0,0.0
Reedley,0.0,12.0,22.0,35.0,38.0,43.0,37.0,47.0,49.0,23.0,0.0,0.0,0.0,13.0,39.0,47.0,40.0,57.0,43.0,26.0,26.0,13.0,0.0,0.0,0.0,4.0,17.0,31.0,36.0,42.0,27.0,21.0,33.0,16.0,2.0,0.0,0.0,12.0,24.0,19.0,15.0,22.0,10.0,8.0,9.0,7.0,0.0,0.0,0.0,9.0,21.0,30.0,33.0,34.0,24.0,17.0,17.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.311497332462064,0.0,12.5,27.75,16.019021179461078,3.5,17.0,33.0,29.0,26.0,19.0,9.5,17.0,0.0,0.0,12.0,22.0,31.0,36.0,42.0,27.0,21.0,26.0,13.0,0.0,0.0
Riverside East,1.0,15.0,16.0,13.0,8.0,13.0,14.0,7.0,9.0,4.0,0.0,0.0,0.0,8.0,3.0,5.0,4.0,8.0,9.0,6.0,7.0,3.0,0.0,0.0,0.0,5.0,5.0,3.0,7.0,10.0,7.0,4.0,6.0,2.0,0.0,0.0,0.0,7.0,1.0,1.0,4.0,7.0,6.0,4.0,2.0,2.0,0.0,0.0,1.0,10.0,4.0,2.0,4.0,8.0,6.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195533805412973,0.0,3.0,7.0,4.169569610219175,1.0,4.0,7.0,8.5,4.5,4.5,2.0,4.0,0.0,0.0,8.0,4.0,3.0,4.0,8.0,7.0,4.0,6.0,3.0,0.0,0.0
Riverside,0.0,10.0,36.0,58.0,50.0,47.0,50.0,52.0,48.0,28.0,4.0,0.0,0.0,8.0,28.0,36.0,36.0,37.0,34.0,33.0,43.0,27.0,5.0,0.0,0.0,7.0,16.0,35.0,42.0,41.0,48.0,55.0,36.0,33.0,5.0,0.0,0.0,9.0,20.0,32.0,22.0,17.0,12.0,17.0,27.0,30.0,7.0,0.0,0.0,7.0,31.0,44.0,37.0,37.0,26.0,32.0,39.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.50102564512986,0.0,18.5,36.0,17.650723004989626,7.0,27.5,37.0,41.5,30.5,34.0,17.0,28.5,0.0,0.0,8.0,28.0,36.0,37.0,37.0,34.0,33.0,39.0,28.0,5.0,0.0
Rocklin,0.0,9.0,18.0,26.0,26.0,30.0,35.0,41.0,27.0,8.0,0.0,0.0,0.0,10.0,16.0,22.0,18.0,17.0,23.0,25.0,22.0,9.0,0.0,0.0,0.0,4.0,11.0,17.0,20.0,18.0,16.0,13.0,6.0,4.0,0.0,0.0,0.0,4.0,3.0,5.0,8.0,5.0,9.0,14.0,13.0,9.0,0.0,0.0,0.0,7.0,12.0,11.0,12.0,11.0,23.0,19.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0429437853054,0.0,7.5,16.25,9.992991894605426,2.25,9.5,18.0,22.0,16.5,8.5,5.0,11.0,0.0,0.0,7.0,12.0,17.0,18.0,17.0,23.0,19.0,13.0,8.0,0.0,0.0
Roseville,0.0,14.0,44.0,63.0,64.0,70.0,69.0,65.0,53.0,35.0,0.0,0.0,0.0,11.0,33.0,40.0,43.0,43.0,39.0,36.0,29.0,30.0,2.0,0.0,0.0,3.0,16.0,26.0,33.0,32.0,42.0,43.0,43.0,34.0,6.0,0.0,0.0,8.0,16.0,25.0,25.0,33.0,42.0,36.0,33.0,19.0,4.0,0.0,0.0,8.0,23.0,32.0,31.0,26.0,26.0,20.0,27.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.374616560809187,0.0,20.5,34.25,19.764567680402735,5.75,26.0,36.75,48.5,31.5,29.0,22.0,22.0,0.0,0.0,8.0,23.0,32.0,33.0,33.0,42.0,36.0,33.0,30.0,4.0,0.0
Sacramento South,0.0,10.0,13.0,20.0,16.0,15.0,18.0,18.0,14.0,11.0,0.0,0.0,0.0,9.0,13.0,15.0,19.0,25.0,32.0,29.0,23.0,8.0,0.0,0.0,0.0,5.0,14.0,19.0,25.0,29.0,24.0,20.0,13.0,15.0,1.0,0.0,0.0,9.0,15.0,13.0,15.0,18.0,24.0,23.0,20.0,11.0,0.0,0.0,0.0,9.0,14.0,18.0,19.0,19.0,23.0,21.0,18.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5754049669813,0.0,13.0,18.25,9.026186010619606,4.75,14.5,19.0,13.5,14.0,14.5,14.0,17.5,0.0,0.0,9.0,14.0,18.0,19.0,19.0,24.0,21.0,18.0,11.0,0.0,0.0
Sacramento,0.0,11.0,19.0,24.0,25.0,24.0,24.0,21.0,24.0,18.0,0.0,0.0,0.0,12.0,29.0,33.0,39.0,35.0,33.0,18.0,19.0,20.0,0.0,0.0,0.0,5.0,7.0,13.0,18.0,20.0,24.0,20.0,14.0,10.0,0.0,0.0,0.0,9.0,20.0,25.0,33.0,32.0,40.0,41.0,29.0,8.0,0.0,0.0,0.0,10.0,15.0,19.0,21.0,24.0,17.0,15.0,18.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.484849973998063,0.0,13.5,24.0,11.996362443024418,4.75,18.0,24.0,20.0,19.5,11.5,22.5,16.0,0.0,0.0,10.0,19.0,24.0,25.0,24.0,24.0,20.0,19.0,18.0,0.0,0.0
Salinas,0.0,4.0,10.0,16.0,16.0,15.0,13.0,14.0,8.0,4.0,0.0,0.0,0.0,6.0,10.0,12.0,4.0,10.0,7.0,7.0,10.0,3.0,0.0,0.0,0.0,2.0,4.0,11.0,8.0,6.0,8.0,13.0,8.0,6.0,0.0,0.0,0.0,4.0,3.0,3.0,7.0,6.0,10.0,12.0,9.0,3.0,0.0,0.0,0.0,7.0,5.0,9.0,7.0,8.0,4.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.845318635142207,0.0,4.0,8.25,4.717170223264604,1.5,6.0,10.0,9.0,6.5,6.0,3.5,6.0,0.0,0.0,4.0,5.0,11.0,7.0,8.0,8.0,12.0,9.0,4.0,0.0,0.0
San Bernardino,0.0,18.0,41.0,65.0,58.0,70.0,72.0,69.0,66.0,34.0,3.0,0.0,1.0,21.0,50.0,76.0,66.0,77.0,64.0,42.0,32.0,22.0,7.0,0.0,0.0,8.0,19.0,45.0,42.0,43.0,31.0,28.0,29.0,19.0,1.0,0.0,1.0,16.0,32.0,39.0,29.0,37.0,32.0,22.0,20.0,9.0,2.0,0.0,0.0,15.0,31.0,45.0,39.0,36.0,39.0,36.0,36.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.768247252685434,0.0,20.5,39.0,23.136880823423198,7.75,30.0,42.0,49.5,37.0,23.5,21.0,33.5,0.0,0.0,16.0,32.0,45.0,42.0,43.0,39.0,36.0,32.0,19.0,3.0,0.0
San Clemente,0.0,14.0,47.0,73.0,85.0,102.0,96.0,68.0,54.0,22.0,7.0,0.0,0.0,16.0,40.0,56.0,54.0,56.0,53.0,44.0,30.0,14.0,8.0,0.0,0.0,7.0,23.0,40.0,45.0,60.0,68.0,50.0,36.0,9.0,5.0,0.0,0.0,12.0,18.0,13.0,10.0,15.0,8.0,11.0,11.0,6.0,2.0,0.0,0.0,12.0,35.0,38.0,35.0,32.0,24.0,18.0,20.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.853834815127282,0.0,12.5,38.5,26.101123425396782,7.0,17.0,44.25,50.5,35.0,29.5,10.5,19.0,0.0,0.0,12.0,35.0,40.0,45.0,56.0,53.0,44.0,30.0,13.0,5.0,0.0
San Diego Clairemont,0.0,21.0,47.0,63.0,72.0,71.0,59.0,60.0,64.0,48.0,0.0,0.0,0.0,20.0,45.0,46.0,39.0,37.0,39.0,44.0,43.0,25.0,0.0,0.0,0.0,6.0,16.0,44.0,59.0,60.0,54.0,50.0,42.0,21.0,0.0,0.0,0.0,14.0,27.0,28.0,26.0,30.0,18.0,20.0,27.0,12.0,1.0,0.0,0.0,16.0,38.0,58.0,64.0,66.0,63.0,43.0,48.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.27550769531741,0.0,21.0,45.25,23.502103524078372,4.75,29.0,48.0,53.5,38.0,31.5,19.0,40.5,0.0,0.0,16.0,38.0,46.0,59.0,60.0,54.0,44.0,43.0,25.0,0.0,0.0
San Diego,1.0,21.0,40.0,54.0,63.0,49.0,55.0,43.0,39.0,15.0,1.0,0.0,0.0,22.0,43.0,56.0,65.0,54.0,42.0,42.0,49.0,22.0,1.0,0.0,1.0,5.0,23.0,45.0,50.0,46.0,49.0,46.0,46.0,20.0,0.0,0.0,1.0,19.0,30.0,40.0,38.0,22.0,32.0,30.0,35.0,10.0,1.0,0.0,0.0,17.0,28.0,39.0,30.0,27.0,41.0,36.0,26.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.763474422878897,0.0,22.0,41.25,19.83071719915264,4.0,29.0,43.0,39.5,42.0,34.0,26.0,26.5,0.0,1.0,19.0,30.0,45.0,50.0,46.0,42.0,42.0,39.0,20.0,1.0,0.0
San Francisco,0.0,8.0,15.0,17.0,16.0,21.0,14.0,19.0,13.0,7.0,0.0,0.0,0.0,10.0,21.0,23.0,14.0,12.0,9.0,14.0,10.0,6.0,1.0,0.0,0.0,2.0,4.0,12.0,10.0,11.0,15.0,25.0,23.0,5.0,0.0,0.0,0.0,7.0,6.0,2.0,3.0,4.0,7.0,8.0,7.0,4.0,0.0,0.0,0.0,6.0,9.0,9.0,5.0,4.0,9.0,13.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.956479399365947,0.0,5.0,10.25,6.913080208279207,1.75,7.0,12.25,13.5,10.0,7.5,4.0,5.5,0.0,0.0,7.0,9.0,12.0,10.0,11.0,9.0,14.0,10.0,5.0,0.0,0.0
San Jose Driver License Processing Center (DL Only),0.0,6.0,3.0,5.0,6.0,6.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,4.0,7.0,9.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,7.0,9.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.383925038995416,0.0,1.0,2.0,2.437698275290839,0.75,2.0,3.25,2.5,2.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,5.0,6.0,5.0,2.0,2.0,1.0,0.0,0.0
San Jose,0.0,4.0,7.0,7.0,12.0,16.0,23.0,19.0,19.0,5.0,0.0,0.0,0.0,4.0,6.0,6.0,6.0,10.0,9.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,5.0,8.0,9.0,16.0,15.0,12.0,13.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,4.0,6.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,10.0,7.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.578855677728762,0.0,2.5,7.0,5.691107147556769,0.0,4.0,8.25,7.0,6.0,6.5,2.0,2.0,0.0,0.0,3.0,5.0,6.0,6.0,10.0,9.0,10.0,13.0,3.0,0.0,0.0
San Luis Obispo,0.0,4.0,7.0,5.0,8.0,7.0,8.0,5.0,3.0,3.0,3.0,0.0,0.0,6.0,5.0,6.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,0.0,0.0,2.0,8.0,10.0,7.0,9.0,13.0,11.0,7.0,4.0,1.0,0.0,0.0,4.0,6.0,4.0,6.0,6.0,4.0,4.0,3.0,2.0,2.0,0.0,0.0,6.0,8.0,5.0,7.0,10.0,9.0,7.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3366180998561923,0.0,4.0,6.0,3.1647779083277783,2.0,4.0,7.0,4.5,4.0,7.0,4.0,5.5,0.0,0.0,4.0,7.0,5.0,7.0,7.0,8.0,5.0,3.0,3.0,2.0,0.0
San Marcos,0.0,21.0,41.0,46.0,44.0,57.0,67.0,53.0,45.0,32.0,11.0,0.0,0.0,18.0,21.0,25.0,22.0,25.0,20.0,19.0,22.0,19.0,4.0,0.0,0.0,5.0,15.0,28.0,20.0,29.0,24.0,17.0,26.0,16.0,2.0,0.0,0.0,12.0,14.0,9.0,7.0,18.0,29.0,26.0,26.0,16.0,2.0,0.0,0.0,13.0,24.0,35.0,38.0,46.0,50.0,44.0,39.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29824454896344,0.0,16.5,26.5,16.814004117499106,6.5,20.0,29.75,42.5,19.5,16.5,13.0,35.0,0.0,0.0,13.0,21.0,28.0,22.0,29.0,29.0,26.0,26.0,19.0,4.0,0.0
San Mateo,1.0,14.0,17.0,15.0,11.0,16.0,18.0,18.0,12.0,7.0,0.0,0.0,1.0,10.0,12.0,5.0,7.0,5.0,8.0,14.0,12.0,3.0,0.0,0.0,1.0,2.0,6.0,17.0,14.0,11.0,9.0,10.0,9.0,4.0,0.0,0.0,1.0,10.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,12.0,11.0,12.0,12.0,10.0,11.0,6.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.720607669878792,0.0,4.0,11.0,5.595700528689831,1.0,6.0,11.25,13.0,6.0,7.5,3.0,9.0,0.0,1.0,10.0,11.0,12.0,11.0,10.0,9.0,10.0,9.0,4.0,0.0,0.0
